LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
38256,63,141589,93654,657,23,2,24.21,48,0.72,1,2,2,1,1,2,1,0
110379,47,117045,249120,806,87,2,5.9,36,0.11,3,1,1,0,1,2,1,0
35298,21,91835,126482,362,92,4,14.81,12,0.62,2,2,1,1,1,0,0,0
40337,65,106164,215310,838,39,3,2.13,36,0.64,3,1,0,0,0,4,0,0
179793,60,112661,241491,348,49,1,2.73,48,0.54,0,2,2,1,1,2,1,0
112415,46,63895,20661,631,19,1,13.82,12,0.31,0,3,2,1,0,3,0,0
76526,62,129901,122915,304,117,1,18.16,12,0.43,0,1,2,1,0,2,1,0
173776,50,123895,70953,710,35,3,18.9,12,0.43,2,2,1,1,0,1,0,0
213714,30,80231,85480,599,92,1,6.82,60,0.39,0,2,0,1,1,1,1,0
170555,64,136773,142654,712,54,3,23.67,24,0.66,3,1,2,1,0,0,1,0
225586,56,125771,24136,618,7,3,8.27,36,0.21,2,1,1,1,1,4,1,0
174303,49,109643,178182,604,48,2,10.5,24,0.86,2,1,0,0,1,4,0,0
71993,45,67315,224721,385,58,1,10.17,12,0.36,3,2,2,0,0,4,0,0
249191,54,108667,105992,729,32,4,5.3,48,0.71,3,0,2,1,1,3,1,0
54892,45,61126,210588,631,25,2,14.27,12,0.81,2,2,0,0,1,3,1,1
34868,44,74721,92015,481,79,3,18.08,48,0.2,1,2,2,1,1,1,1,0
35437,42,81330,54383,671,59,2,22.58,36,0.85,1,0,1,0,1,2,1,0
75995,47,86727,141823,456,40,2,5.82,60,0.23,0,1,1,0,1,2,1,0
244396,23,52366,240571,660,15,4,18.87,12,0.88,0,1,2,0,1,2,1,1
51076,47,130367,151952,397,51,3,8.15,60,0.81,2,1,2,1,0,3,1,0
95246,26,133969,87562,447,99,2,11.46,12,0.67,0,0,0,0,1,0,0,0
29455,23,144600,19747,422,43,4,11.75,48,0.61,0,2,2,1,1,3,0,1
184637,46,100819,60013,602,19,2,18.28,24,0.24,0,3,2,1,1,1,0,0
96124,40,89112,239334,614,100,4,9.23,36,0.71,3,1,2,0,0,4,0,0
244256,23,104075,10507,741,85,3,18.36,24,0.79,2,1,0,0,1,1,1,0
70815,39,118624,194752,524,47,2,10.12,24,0.89,3,1,1,1,0,1,0,0
170958,19,18468,53349,591,93,4,11.37,12,0.54,2,0,2,0,0,0,1,0
181513,48,134569,17908,786,96,3,17.9,48,0.54,2,3,2,0,0,1,0,0
146428,23,87229,26888,375,111,2,15.24,48,0.33,3,0,0,1,0,3,0,0
189170,59,83655,248961,444,101,1,20.0,36,0.48,2,2,2,1,0,2,1,0
99693,22,129283,26739,840,95,1,17.65,12,0.78,0,1,0,0,1,2,0,0
100315,37,66872,80278,742,33,2,18.6,12,0.58,0,2,0,1,0,3,1,1
57191,29,49985,185467,493,4,3,22.05,12,0.23,3,0,1,1,1,1,1,0
16308,55,149309,223684,652,1,3,19.53,24,0.85,3,2,2,0,0,0,1,0
168991,55,142278,35459,439,11,4,15.2,60,0.53,2,3,2,1,1,0,1,0
197673,25,21390,236576,811,89,4,13.15,24,0.55,0,1,2,0,1,0,0,0
110421,66,35037,63032,502,57,3,11.97,12,0.65,2,0,0,1,1,3,0,0
216689,67,42169,52333,397,15,3,11.83,60,0.73,3,0,1,1,1,4,1,0
237722,60,36129,183299,679,6,2,23.37,60,0.36,3,1,1,1,0,0,1,0
227253,50,90181,46514,803,51,2,24.72,48,0.33,3,2,2,0,0,1,1,0
112692,56,116610,127450,418,65,1,9.95,12,0.77,3,0,0,1,0,4,1,0
200006,57,65229,143578,605,58,2,24.58,60,0.65,1,1,1,1,1,3,1,0
82605,48,87567,85738,451,63,1,16.22,12,0.85,3,3,0,1,1,2,0,0
195335,20,38118,102563,817,40,3,3.95,48,0.52,2,3,1,1,1,1,0,0
159860,36,40412,119971,505,107,2,18.4,48,0.48,3,0,0,0,1,3,1,0
44556,65,15162,158149,677,114,3,21.26,60,0.58,0,1,2,0,0,1,1,1
94781,25,109214,62179,740,78,4,19.05,60,0.44,0,0,2,1,0,3,0,0
11677,47,122870,45096,534,34,4,9.17,24,0.34,3,2,0,1,0,3,1,0
65859,48,114571,230600,849,62,3,23.81,48,0.69,1,0,1,1,1,1,1,0
163302,46,27641,106683,329,100,2,10.43,36,0.89,1,1,0,1,0,0,1,0
77143,23,43744,54281,389,72,3,4.46,48,0.28,2,2,0,0,1,3,1,0
1326,19,139085,208265,386,94,4,13.9,36,0.77,0,3,1,0,0,3,1,0
194282,40,141063,240418,650,108,2,8.22,12,0.49,0,0,1,1,0,2,0,0
162301,61,125215,105766,645,0,4,15.8,24,0.76,1,2,0,1,0,0,0,0
47534,47,129908,226529,647,70,4,12.47,48,0.65,1,1,1,0,0,1,1,1
86758,55,110199,100383,742,12,1,24.37,24,0.57,1,0,2,0,0,1,0,0
209648,63,44639,214405,733,97,4,20.66,60,0.6,3,2,0,1,1,3,1,0
230679,56,133447,163905,843,37,4,3.62,12,0.81,0,2,2,1,0,4,1,0
242986,26,122710,110239,580,44,1,4.35,60,0.52,1,1,2,1,1,0,0,0
209712,24,135100,87797,463,60,2,2.63,60,0.35,3,2,1,1,1,2,1,0
217525,64,87390,71970,402,106,3,3.03,48,0.78,0,3,0,0,0,0,1,0
30994,61,126907,31993,651,52,2,18.69,48,0.32,0,0,2,1,1,3,0,0
111234,66,30526,187401,717,66,3,12.58,48,0.66,1,1,2,0,1,0,0,0
164233,32,114062,161569,460,105,4,8.3,60,0.8,3,2,0,1,1,4,0,0
128908,32,114855,55977,668,40,2,3.35,36,0.65,1,1,0,0,0,0,1,0
74887,38,89564,21668,714,43,1,7.3,48,0.57,0,1,2,0,1,4,0,0
47776,31,24739,60535,583,88,4,4.05,36,0.11,1,2,1,0,1,0,0,0
209499,28,95858,68519,333,77,2,6.47,48,0.15,2,3,2,1,1,4,0,0
6832,28,136415,40067,575,52,3,24.08,48,0.12,1,0,1,1,1,2,0,0
27151,37,32789,208373,555,59,4,6.25,24,0.59,1,0,2,0,1,3,1,1
130020,30,38503,52586,626,1,3,22.5,12,0.7,3,3,0,1,0,4,1,1
198565,62,105812,50852,613,95,4,2.12,60,0.11,3,1,0,0,0,0,0,0
218293,47,34401,87445,548,108,3,7.19,48,0.7,1,0,1,0,1,0,0,0
121334,57,83817,180800,653,104,3,11.67,24,0.77,1,3,1,0,1,1,0,0
34538,56,70949,245511,637,90,1,7.57,48,0.1,0,1,2,1,1,4,0,0
136448,37,108907,50752,447,11,1,6.78,36,0.57,0,3,0,0,1,1,1,0
190650,62,122845,72337,350,28,3,10.37,24,0.69,2,1,1,1,0,1,0,0
27831,60,144830,226778,335,57,2,9.64,60,0.34,1,3,1,1,1,1,1,0
93732,68,28301,222023,571,90,4,14.54,12,0.57,3,3,0,0,0,4,1,0
102441,55,19037,79009,829,5,3,5.98,60,0.45,3,1,1,1,0,1,0,1
193992,25,39892,160934,531,81,2,4.84,60,0.17,0,1,0,1,1,1,1,0
150760,68,35202,64744,457,46,1,13.9,36,0.16,1,3,0,0,0,4,1,0
224429,54,128632,47316,589,32,2,5.33,60,0.21,3,1,2,1,1,0,0,0
205191,59,112587,161293,812,94,1,7.77,36,0.86,1,1,1,0,1,0,1,0
135541,50,82921,160327,683,13,3,10.85,48,0.47,3,0,2,0,0,3,0,0
181147,43,55356,178752,483,57,4,12.06,48,0.72,3,3,1,0,0,2,1,0
44964,61,44285,120548,838,102,2,16.7,36,0.85,0,3,2,1,0,4,1,0
17885,56,75449,57783,789,69,4,15.84,24,0.57,0,2,2,1,1,0,1,0
136527,25,31146,10090,804,65,1,15.97,24,0.39,2,3,0,1,1,2,0,0
200048,35,107052,80998,377,116,2,22.25,12,0.3,1,3,1,0,0,1,0,0
255069,56,144808,189815,512,9,4,12.23,36,0.34,1,0,0,0,0,1,1,0
150293,31,111012,173397,663,76,3,14.82,36,0.1,1,2,0,0,0,0,0,0
192898,69,63842,177775,797,119,3,21.85,12,0.57,3,3,1,1,1,0,0,0
117358,35,101251,79825,616,99,3,6.36,24,0.65,2,2,1,0,1,4,1,0
115093,38,74945,64339,589,13,1,8.5,48,0.11,0,1,0,0,0,1,1,0
149832,40,100514,173673,427,59,3,18.62,60,0.43,0,0,0,1,1,1,0,0
99173,21,125515,52077,825,92,4,7.87,24,0.58,0,1,1,0,1,4,0,0
23796,27,139355,233644,415,46,3,14.48,36,0.9,1,3,0,0,1,1,1,0
196848,60,24568,221805,670,23,3,7.26,24,0.39,0,2,0,0,0,2,0,0
237626,28,136737,18172,308,6,3,14.13,12,0.55,1,3,1,1,0,1,1,0
214417,37,16016,135682,343,51,3,13.78,36,0.69,1,2,0,1,1,2,1,0
7375,36,89376,224969,354,67,3,7.72,48,0.41,1,1,1,1,1,1,0,0
246903,18,106600,19434,402,34,3,23.71,36,0.1,1,1,0,0,1,3,0,1
56395,48,74818,109614,363,37,1,3.6,36,0.5,0,2,2,0,0,2,1,0
146532,19,41456,96476,839,100,1,14.15,60,0.73,0,0,0,1,0,1,0,0
86986,58,43533,161891,615,63,2,22.84,36,0.72,2,0,0,0,1,1,1,0
64651,66,33271,149869,691,5,2,16.47,12,0.76,2,1,2,0,0,3,0,0
99258,22,113413,18783,697,77,2,16.79,24,0.12,2,2,0,0,1,4,0,0
141699,51,83479,101442,303,115,3,5.06,60,0.8,1,0,2,0,1,2,1,0
38728,21,45696,50772,709,114,4,23.63,48,0.12,3,2,1,0,0,3,0,0
150173,44,39249,8370,634,65,3,14.78,24,0.66,2,3,0,1,0,4,1,0
68557,56,56098,110379,610,90,3,5.56,48,0.38,2,3,1,1,0,3,1,0
242436,66,32162,7608,617,43,3,17.19,60,0.75,3,2,1,0,0,4,0,0
28777,20,39021,156781,817,90,1,6.7,48,0.89,1,2,1,1,1,1,0,0
109742,43,113958,9355,464,47,4,7.88,60,0.29,0,3,0,0,0,3,0,0
182836,58,72292,161047,665,20,1,6.51,24,0.63,0,2,2,0,0,4,1,0
108229,18,88698,166181,536,112,4,8.58,60,0.17,0,2,0,1,0,2,0,0
209976,69,149891,145905,506,77,2,7.82,24,0.81,3,2,0,1,1,3,1,0
219322,33,59010,126732,670,60,3,23.07,48,0.41,0,1,0,1,1,1,1,0
175275,52,138575,154726,322,32,1,24.54,60,0.48,3,3,2,0,1,2,0,0
183826,36,99761,115562,574,50,4,22.45,36,0.36,3,1,1,1,1,1,0,0
253242,33,129500,216433,840,1,3,7.74,60,0.26,1,3,2,0,1,0,1,0
199124,50,43707,47386,431,106,1,7.0,12,0.58,2,0,1,1,0,4,1,0
213763,48,19025,206346,555,24,2,13.96,24,0.19,3,0,0,0,0,3,0,1
19508,39,98435,40197,361,13,3,11.21,60,0.28,1,0,2,1,0,2,0,0
176643,61,108904,149111,476,54,3,10.86,60,0.19,1,3,2,0,1,4,1,0
224459,37,114438,226566,446,56,4,21.09,12,0.13,1,3,0,0,1,4,0,0
87852,23,31568,168928,624,80,3,16.22,60,0.85,0,3,0,0,1,4,1,0
119485,52,121744,24219,481,55,2,18.72,48,0.4,3,3,2,0,1,2,0,0
171472,56,73196,154568,703,93,4,16.13,12,0.22,3,3,2,0,1,0,0,0
231770,20,140365,244052,661,118,2,5.04,48,0.47,3,0,2,1,1,0,0,0
171694,49,129872,62688,552,49,3,23.13,48,0.49,3,3,0,1,1,1,1,0
90676,30,48562,115340,783,33,1,22.96,60,0.55,2,2,2,1,0,3,0,0
201489,65,21643,235648,821,34,1,19.09,24,0.43,0,3,2,1,0,0,0,0
50586,31,80139,77127,839,12,4,11.86,12,0.72,2,1,2,1,0,0,0,0
157947,58,57215,46865,463,28,3,20.44,24,0.67,2,2,2,1,1,4,1,0
66625,25,62294,206457,694,76,1,10.76,48,0.55,2,2,2,1,0,2,0,0
189814,64,27287,89999,607,114,1,23.17,48,0.74,1,3,0,0,1,2,1,0
94605,36,140708,63881,397,85,1,21.46,12,0.15,1,0,1,1,0,4,0,0
216547,62,72469,214353,535,112,1,23.07,24,0.3,0,1,0,1,0,1,1,0
195925,31,130147,135664,408,40,1,2.97,24,0.6,3,0,0,0,1,1,1,0
190562,28,20011,173720,796,98,1,16.62,24,0.59,0,0,2,1,0,0,0,0
181020,67,103324,8070,743,79,4,21.75,24,0.41,1,2,1,0,0,3,1,0
123223,52,17557,56805,337,104,1,12.3,12,0.68,0,0,1,0,0,4,1,0
24050,53,22625,199640,697,43,2,4.94,60,0.82,2,0,1,1,1,4,0,0
118594,20,77554,193317,840,22,1,22.56,12,0.77,2,3,2,1,0,2,0,0
147639,42,131242,188513,630,83,1,16.26,60,0.49,1,0,2,1,0,4,0,0
11457,30,119303,245229,636,13,2,22.34,24,0.28,0,2,0,1,0,1,0,0
212745,33,35789,203600,307,97,2,10.34,24,0.36,1,2,0,1,0,4,0,0
247922,45,116168,223481,655,104,4,2.17,36,0.65,0,1,2,1,0,4,0,0
36365,62,122841,39740,757,86,4,12.51,24,0.23,3,0,0,1,0,1,1,0
200012,44,95417,58009,737,32,1,14.02,24,0.41,2,1,1,1,1,4,1,0
193839,27,140111,143646,729,23,3,13.02,24,0.42,2,2,2,0,1,3,0,0
254956,35,111765,38343,735,107,3,5.04,60,0.63,2,2,1,0,0,4,0,0
160735,25,98299,68461,581,52,1,2.08,24,0.42,3,2,1,0,0,4,0,0
70808,24,68484,98788,500,11,4,5.53,48,0.85,0,2,1,0,1,3,0,0
155017,66,130725,222595,738,48,2,17.59,60,0.51,3,1,2,0,1,2,0,0
61615,39,39443,213786,510,63,2,11.46,60,0.14,0,2,1,0,0,2,1,0
179141,55,131272,57577,625,69,1,16.76,60,0.33,1,1,2,1,0,1,1,0
140996,64,33136,88099,657,80,1,14.21,24,0.65,2,0,2,0,1,4,0,0
35652,26,120250,119572,651,20,2,8.68,24,0.38,0,2,2,0,1,0,0,0
123683,59,84291,175965,642,66,4,10.05,60,0.56,2,3,2,1,0,0,1,0
167525,57,56080,16909,399,115,1,2.5,60,0.76,0,0,1,0,1,0,1,0
253814,56,56331,192527,395,11,3,16.43,36,0.7,2,1,1,0,1,2,0,0
156443,46,94839,45220,426,54,1,15.08,24,0.82,0,2,1,1,0,3,0,0
20419,54,20696,128697,688,50,4,9.91,12,0.63,0,1,1,0,1,0,0,0
239465,67,97781,8777,773,102,2,7.6,60,0.5,3,2,2,1,1,2,1,0
32399,65,132491,31165,824,58,3,24.92,24,0.44,1,3,0,1,0,2,0,0
186749,64,142534,33687,812,101,2,7.77,12,0.75,1,2,2,1,1,0,0,0
183946,59,141652,68393,388,71,1,20.59,12,0.85,3,1,0,0,1,3,0,0
74874,46,82763,155295,521,55,1,6.35,60,0.43,1,0,0,0,0,1,1,0
224487,45,60224,62601,363,33,3,7.92,60,0.74,3,1,1,1,1,0,1,0
85604,38,62726,80984,588,93,2,13.74,36,0.49,0,2,1,1,0,3,1,0
103853,50,111714,11925,487,74,2,19.21,12,0.65,1,3,2,0,1,3,0,1
176882,43,139673,66286,363,75,3,2.0,24,0.27,1,2,2,0,0,0,0,0
32409,55,72127,150643,453,90,2,5.86,12,0.79,0,1,1,1,1,3,0,0
244670,32,90240,218130,382,96,3,2.17,24,0.19,1,0,1,0,1,0,1,0
178751,19,41581,58043,784,66,1,21.95,48,0.58,3,3,1,1,1,1,0,1
185574,29,32385,220299,546,18,1,8.84,48,0.18,0,3,0,0,1,1,1,0
241873,50,92744,40770,346,108,4,2.21,24,0.65,3,1,0,0,0,1,0,0
86925,32,94025,246413,500,44,3,22.05,48,0.26,0,1,2,0,1,4,1,0
203752,62,61769,104088,338,110,4,14.77,60,0.76,2,2,2,1,1,1,0,0
232839,18,145740,114882,408,27,2,7.11,36,0.32,2,1,2,0,0,3,1,0
33356,50,136370,81954,587,45,3,13.63,12,0.62,1,3,0,0,0,0,1,0
100793,21,138058,63882,454,21,4,12.74,48,0.48,0,0,2,1,1,3,1,1
242555,45,24783,238052,743,16,1,11.08,36,0.79,2,1,2,0,0,0,0,0
216511,31,32588,64907,583,53,4,18.04,12,0.87,2,2,2,0,0,4,0,0
198329,66,121543,170152,753,51,4,2.47,24,0.61,3,2,1,0,1,4,1,1
102540,62,97204,175339,320,56,1,20.87,48,0.54,2,0,1,0,1,0,1,0
254738,29,124312,122394,814,25,4,3.59,24,0.69,2,0,0,1,0,4,1,1
235912,23,42589,163562,588,2,2,19.99,36,0.85,3,0,2,0,0,2,1,0
104208,68,130827,203020,761,96,2,18.83,24,0.72,1,0,2,0,1,3,0,0
120752,37,31936,191800,415,31,2,22.97,60,0.54,3,0,0,1,1,2,1,0
54327,65,116647,76534,405,107,1,4.56,12,0.8,2,2,1,1,1,4,0,0
165211,38,131165,236367,777,41,3,6.58,48,0.31,2,1,0,1,0,1,1,0
121581,33,27553,90046,360,38,2,13.83,48,0.61,0,2,0,0,0,3,0,1
71501,29,30540,228384,745,26,2,13.4,12,0.44,1,0,2,1,1,2,0,0
51806,69,133162,45865,794,55,3,7.21,60,0.14,0,3,2,0,1,3,0,0
110175,37,34380,26577,736,14,4,22.5,24,0.63,1,2,0,0,1,2,1,1
245493,62,104087,24487,789,56,2,10.82,12,0.42,0,1,2,1,1,4,1,0
181662,50,111400,86408,619,100,4,12.44,48,0.71,0,2,1,0,0,4,1,0
242668,67,22902,100144,694,114,4,13.93,60,0.33,0,3,1,1,1,4,1,0
180823,19,60381,147720,655,36,3,23.96,24,0.41,0,2,0,0,1,3,1,0
195337,51,19706,230802,797,43,4,12.74,24,0.13,0,2,1,1,1,4,1,0
106658,43,33456,159744,434,39,2,21.37,12,0.39,3,0,0,1,0,1,1,0
126661,50,145285,78352,770,41,4,5.56,48,0.54,1,0,2,0,1,3,0,0
116252,59,29082,194090,460,57,2,19.04,48,0.29,1,0,1,0,0,4,1,0
163063,47,33579,83128,591,91,3,24.49,60,0.41,0,2,2,1,1,1,0,0
160758,18,125078,183918,628,114,3,21.41,24,0.55,3,0,2,0,1,2,1,0
148013,63,78672,6038,398,85,3,6.23,24,0.86,0,1,1,1,1,3,1,0
225034,25,55796,80848,698,28,4,3.82,24,0.62,0,0,2,0,1,0,1,0
62554,18,62804,69963,558,8,3,6.56,60,0.29,3,3,1,1,1,3,0,0
137606,63,136714,247169,470,71,4,14.82,24,0.15,0,1,0,1,0,3,1,0
108096,27,45849,114742,319,38,1,16.14,24,0.53,2,2,1,1,0,3,1,0
139537,49,126428,154002,617,76,4,9.82,24,0.23,2,2,0,0,0,2,1,0
243272,68,78821,40831,784,47,2,19.28,48,0.3,1,3,0,0,1,1,0,0
189954,57,136452,154938,399,31,1,4.81,48,0.79,1,3,2,0,0,2,1,0
150112,19,27322,231007,403,56,2,14.79,60,0.15,3,3,2,1,1,2,0,0
173930,48,85285,110323,782,40,4,13.72,12,0.12,3,0,2,1,1,1,1,0
246469,21,130821,124798,568,64,2,7.63,60,0.64,1,2,1,1,0,0,0,0
199091,29,127646,201163,622,27,2,18.1,60,0.51,1,0,1,1,0,4,1,0
73202,48,35726,175925,468,98,3,19.89,12,0.84,0,0,2,0,1,1,0,0
37829,58,28516,141192,578,110,1,10.94,12,0.83,1,2,1,0,0,3,0,0
105701,40,128478,136588,379,56,3,3.18,12,0.67,1,1,1,1,0,1,0,0
67242,50,34064,194526,496,87,4,4.12,48,0.65,0,0,1,1,1,2,1,0
229954,25,63657,36927,661,114,1,11.72,60,0.81,1,2,2,1,0,1,0,0
76882,66,134486,214674,515,48,3,14.85,36,0.3,2,1,2,1,0,4,0,0
151315,33,74286,147578,467,98,1,22.19,36,0.6,3,1,2,1,0,4,1,1
223370,32,143450,101362,605,47,2,9.84,60,0.31,0,1,1,1,1,1,1,1
103468,58,73895,16874,519,85,4,23.75,12,0.34,3,2,1,0,1,2,1,0
62880,57,139365,28369,516,84,2,7.11,24,0.52,2,3,2,0,1,1,0,0
6575,69,67868,171751,419,7,4,21.78,12,0.37,2,3,1,0,0,0,1,0
37071,43,147932,47339,533,57,1,23.18,36,0.23,2,2,2,0,0,3,1,0
145543,31,128322,167660,336,32,4,17.09,24,0.4,1,3,1,1,1,3,0,0
140903,29,103557,201111,471,62,4,4.17,24,0.83,0,0,2,1,1,0,1,0
168560,44,94045,86688,744,8,3,20.78,60,0.16,1,0,0,1,0,2,0,0
62480,64,92198,96015,313,84,1,11.68,60,0.45,1,1,2,1,1,1,1,0
190301,48,70070,241307,326,26,4,7.85,36,0.15,0,1,0,0,0,2,1,1
201725,21,78983,67069,375,25,4,23.93,36,0.43,3,2,2,1,0,4,0,0
19303,47,83593,166443,650,94,4,18.47,12,0.41,3,2,2,1,0,0,1,0
153335,21,111907,164927,447,93,2,17.42,60,0.46,0,3,0,1,0,4,0,0
13348,48,19321,36440,303,100,3,18.08,60,0.59,3,1,2,1,0,4,1,0
206281,51,92662,120602,791,96,1,16.79,36,0.48,0,2,1,0,1,4,0,0
174076,21,66775,213069,444,109,1,19.17,36,0.43,0,2,0,1,1,1,0,0
60682,37,68421,125399,676,20,2,20.71,48,0.11,0,0,0,1,1,1,0,0
138892,35,149475,89274,546,31,1,20.74,60,0.39,3,1,2,1,1,3,0,0
69257,64,88746,129100,366,118,4,8.97,48,0.48,0,1,2,1,1,1,0,0
185727,25,98877,97118,468,115,1,23.17,60,0.66,2,1,1,0,1,1,1,0
23519,59,120099,152943,831,17,3,12.26,12,0.5,2,3,0,1,0,3,1,0
196006,19,66785,192967,795,64,1,12.02,48,0.75,2,0,1,0,1,2,1,0
158470,26,100908,47523,487,25,4,11.82,36,0.65,3,2,2,0,0,4,0,1
162414,33,55295,195856,526,9,3,14.81,12,0.51,1,1,0,1,0,2,1,1
181317,39,84067,153028,626,20,2,17.01,60,0.8,0,1,2,0,1,2,1,0
251015,29,88452,30744,407,92,2,24.91,36,0.67,0,0,0,0,1,1,0,0
22914,22,108963,126349,430,16,3,14.44,12,0.5,3,0,0,0,0,3,0,0
242768,56,19200,204526,405,24,4,5.55,60,0.81,2,1,1,0,0,0,1,0
152246,32,93752,164101,799,92,3,12.13,60,0.31,3,0,2,0,1,2,1,0
112152,62,60730,37257,549,43,1,10.68,24,0.62,3,2,2,1,1,0,0,0
224318,25,42269,54531,400,35,4,3.12,60,0.64,0,1,1,0,0,2,1,1
49884,41,17486,163641,633,39,1,14.47,12,0.81,1,2,1,1,1,0,1,1
70287,68,47778,237317,771,54,3,14.36,60,0.18,0,1,1,0,1,0,1,0
46438,36,125167,33995,770,18,3,22.69,36,0.13,0,1,1,1,1,3,1,0
204377,54,77293,26914,748,84,1,10.24,60,0.14,2,1,0,1,1,0,0,0
218743,35,35556,235670,511,96,3,3.86,12,0.86,1,0,0,1,1,2,1,0
216564,38,15862,190415,406,104,1,9.12,24,0.4,3,2,2,0,0,0,1,0
95615,66,148836,113327,433,58,1,15.49,24,0.34,1,0,2,0,0,4,0,0
67852,56,82260,114586,587,59,2,2.6,48,0.21,3,3,2,0,1,3,1,0
192631,31,122762,69994,728,101,1,4.2,48,0.31,0,1,0,1,1,1,1,0
236,32,40724,226098,589,67,2,15.48,60,0.27,3,1,1,0,1,2,0,1
107937,66,84629,151681,435,3,1,18.19,36,0.8,1,2,1,1,0,4,1,0
109687,20,58430,33309,760,16,4,16.33,48,0.84,1,1,1,0,1,2,1,0
244912,62,18513,240093,826,64,4,7.17,36,0.36,1,2,1,1,1,0,0,0
238257,28,105746,176984,604,70,4,23.16,36,0.19,2,3,1,0,0,0,1,0
106135,20,90842,67207,630,22,1,22.38,48,0.37,0,0,2,0,1,3,0,1
2397,47,143447,129603,478,33,2,4.07,60,0.38,2,2,2,1,1,0,0,0
145114,23,76577,104316,597,40,1,23.16,36,0.73,2,1,2,1,0,2,1,0
244653,23,127628,111110,755,90,1,16.08,60,0.58,1,0,0,0,1,0,0,0
220833,48,37911,108194,848,85,4,23.53,48,0.15,3,0,2,1,1,0,1,0
117022,39,57491,184914,686,49,3,12.17,60,0.43,0,2,0,0,1,0,1,0
73111,38,50069,211712,759,63,3,18.84,24,0.7,0,2,2,0,1,2,1,0
96967,55,143242,235656,540,108,2,24.55,24,0.46,3,1,1,1,1,4,1,0
38277,55,91762,211341,638,40,1,4.02,48,0.28,0,0,2,1,1,3,1,0
136353,23,67976,149309,393,31,3,23.03,12,0.37,3,0,1,0,0,0,1,0
214376,46,57596,77951,337,72,3,14.54,48,0.7,3,2,0,1,0,2,1,0
97471,63,60964,109607,598,108,3,18.24,36,0.69,3,2,0,0,0,0,1,0
195097,28,60132,209315,347,29,2,20.33,48,0.51,3,0,0,1,1,1,0,1
113701,65,132756,225715,321,102,3,20.27,36,0.43,3,1,0,0,0,1,1,0
135556,39,103024,65360,479,35,1,10.93,60,0.64,2,2,2,1,0,0,1,0
117346,68,104813,228361,699,19,3,11.2,60,0.83,2,3,2,0,1,0,0,0
162546,56,22829,35533,642,10,3,13.97,24,0.8,1,3,0,1,1,0,1,0
239489,23,88665,44348,814,26,4,9.88,36,0.21,1,0,1,0,0,0,0,0
62838,47,59669,153664,489,104,4,19.77,60,0.28,2,1,0,0,1,0,0,0
171599,60,40452,249641,517,33,3,9.14,48,0.51,2,0,0,1,0,0,1,0
228110,42,59471,115404,826,49,1,14.85,12,0.35,2,3,0,1,1,4,0,0
13720,53,131859,115489,654,48,1,8.52,24,0.54,1,0,1,0,0,4,1,0
185806,18,79128,159851,590,40,4,24.4,48,0.56,2,2,1,1,1,2,0,1
182832,39,74882,147386,712,69,3,19.79,12,0.41,3,0,0,0,1,2,1,0
122028,26,129280,86942,631,68,4,19.69,60,0.64,0,1,2,0,1,2,0,0
85471,62,134481,167320,619,88,1,21.6,12,0.73,3,1,1,1,0,1,0,0
169615,25,86677,130360,652,114,3,23.29,12,0.37,3,2,0,0,1,1,0,1
157619,51,88732,29779,769,69,1,2.51,24,0.12,3,2,1,1,0,3,0,0
247170,33,78355,61656,367,74,4,8.1,12,0.4,0,2,2,0,0,0,0,0
246657,36,34507,150346,780,4,2,6.94,12,0.57,0,1,2,1,1,1,1,0
90276,25,27779,62856,597,104,1,5.47,12,0.5,3,2,1,1,0,0,0,0
16537,29,47609,218108,448,43,2,15.04,36,0.72,3,0,2,1,1,3,0,0
55335,60,92707,97677,731,1,4,3.3,36,0.7,2,3,1,0,0,1,1,0
65569,58,96563,226294,559,76,1,7.92,36,0.82,3,1,0,0,1,2,1,0
51451,48,30847,215970,675,71,3,24.08,48,0.72,2,0,2,0,1,2,0,1
132896,59,75420,12606,725,6,2,22.53,24,0.35,2,3,2,1,1,3,1,0
64207,50,55409,57856,457,30,4,24.22,48,0.71,3,0,0,0,0,3,0,1
110003,36,49252,211496,771,69,2,9.33,48,0.87,1,0,1,0,1,2,0,1
42047,44,132887,28229,592,78,4,11.78,24,0.47,2,1,0,0,1,0,0,0
232533,41,89917,26343,501,39,3,16.46,60,0.86,2,2,0,0,1,3,0,0
55692,66,82332,198186,325,25,2,6.66,12,0.7,3,2,0,1,1,4,1,1
142198,45,89851,181610,553,84,4,16.27,60,0.73,2,1,1,0,1,0,1,0
174637,21,138338,169427,386,56,1,22.43,48,0.72,2,1,0,1,0,3,0,0
17610,29,121747,232858,307,95,1,19.47,60,0.44,1,1,2,1,0,2,0,0
145316,40,32077,112933,756,24,1,15.72,36,0.8,3,2,1,1,0,0,1,1
29112,37,104582,144459,588,97,2,10.49,12,0.52,2,2,0,0,1,4,0,0
203064,57,121832,43831,790,66,3,12.2,12,0.61,1,3,2,1,0,1,0,0
36988,45,134219,178646,558,77,3,11.36,24,0.51,0,2,2,0,0,4,1,0
85808,65,80858,174919,466,22,1,23.43,36,0.47,2,0,1,0,1,0,1,0
32168,18,59017,134662,447,3,4,22.61,36,0.47,2,1,0,0,0,0,1,1
